UniqueID,ObservationID,Site,PugetSoundRegion,OnOff,Habitat,ReferenceType,reference_treatment,CenterEdge,EdgeOtherSide,HabitatDet,HabitatDetReg,RefTreSiteNo,SD_card_number,video_segment_number,VideoDate,ObservationDate,Media_file,visibility,eelgrass_algae_bare,eelgrass_obstructing_view,time_of_high_tide,Total_media_length,FPS,Subject,vertical_distribution,trophic_level,TL,morphology,prey_phyla,reproductive_mode_functional_group,feeding_mode,count,Behavior,Modifiers,Behavior_type,Start,Stop,Comment_start,Comment_stop,NewFG,NewFG2,Year,Month,NewFG3,VideoDate_M,VideoDate_D,VideoDate_Y,Date_eel,Month_eel,Day_eel,Year_eel,Region_eel,Location_eel,HabitatType_eel,ReferenceFor_eel,J_NumSquaresShoots_eel,J_NumShootsDiagonal_eel,J_MaxBladeLength_cm_eel,J_SheathLength_cm_eel,J_MaxSheathWidth_eel,J_DryEpiphyteMass__eel,J_DryAboveGroundEelgrassBiomass__eel,M_NumSquaresShoots_eel,M_NumShootsDiagonal_eel,M_NMaxBladeLength_cm_eel,M_NSheathLength_cm_eel,M_NMaxSheathWidth_eel,M_NDryEpiphyteMass__eel,M_NDryAboveGroundEelgrassBiomass__eel,O_NumSquaresShoots_eel,O_NumShootsDiagonal_eel,O_MaxBladeLength_cm_eel,O_SheathLength_cm_eel,O_MaxSheathWidth_eel,O_DryEpiphyteMass__eel,O_DryAboveGroundEelgrassBiomass__eel
1626,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,59.36,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,SD13 524 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,524,6_12_2018,43341.64167,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0524.MP4,medium,b,no,NA,119.89,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,27.205,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,59.605,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,SD13 525 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,525,6_12_2018,43341.64792,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0525.MP4,medium,b,no,NA,119.89,59.94,staghorn sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,f,NA,POINT,50.928,0,NA,NA,DemOpp,SmDemZB,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,60.004,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,SD13 525 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,525,6_12_2018,43341.64792,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0525.MP4,medium,b,no,NA,119.89,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,24.838,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,60.365,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,SD13 525 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,525,6_12_2018,43341.64792,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0525.MP4,medium,b,no,NA,119.89,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,25.093,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,61.481,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,SD13 525 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,525,6_12_2018,43341.64792,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0525.MP4,medium,b,no,NA,119.89,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,84.805,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,76.764,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,SD13 525 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,525,6_12_2018,43341.64792,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0525.MP4,medium,b,no,NA,119.89,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,85.061,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,78.816,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,SD13 526 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,526,6_12_2018,43341.65,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0526.MP4,medium,b,no,NA,119.89,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,12.932,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,78.936,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,SD13 526 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,526,6_12_2018,43341.65,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0526.MP4,medium,b,no,NA,119.89,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,47.731,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,79.247,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,SD13 526 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,526,6_12_2018,43341.65,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0526.MP4,medium,b,no,NA,119.89,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,47.983,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,79.435,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,SD13 527 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,527,6_12_2018,43341.65139,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0527.MP4,medium,b,no,NA,109.68,59.94,staghorn sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,o,NA,POINT,61.489,0,NA,NA,DemOpp,SmDemZB,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,79.756,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,SD13 527 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,527,6_12_2018,43341.65139,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0527.MP4,medium,b,no,NA,109.68,59.94,staghorn sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,o,NA,POINT,93.489,0,NA,NA,DemOpp,SmDemZB,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,82.717,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,SD13 527 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,527,6_12_2018,43341.65139,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0527.MP4,medium,b,no,NA,109.68,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,13.638,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,98.551,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,SD13 527 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,527,6_12_2018,43341.65139,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0527.MP4,medium,b,no,NA,109.68,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,15.174,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,98.806,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,SD13 527 6_12_2018,Jamestown,JuanFuca,on bottom,Clam,NA,T,Center,NA,Clam,,,13,527,6_12_2018,43341.65139,F:/Video Backup 2018/June 2018/Jamestown/SD13_12Jun2018_JST_SequimBay/GOPR0527.MP4,medium,b,no,NA,109.68,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,108.337,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,98.892,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,SD16 634 6_12_2018,Jamestown,JuanFuca,sediment,Clam,sediment,R,Center,NA,sediment,,,16,634,6_12_2018,43341.65347,F:/Video Backup 2018/June 2018/Jamestown/SD16_12Jun2018_JST_SequimBay/GOPR0634.MP4,medium,b,no,NA,119.87,59.94,staghorn sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,o,NA,POINT,50.374,0,NA,NA,DemOpp,SmDemZB,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,99.306,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,SD16 634 6_12_2018,Jamestown,JuanFuca,sediment,Clam,sediment,R,Center,NA,sediment,,,16,634,6_12_2018,43341.65347,F:/Video Backup 2018/June 2018/Jamestown/SD16_12Jun2018_JST_SequimBay/GOPR0634.MP4,medium,b,no,NA,119.87,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,f,NA,POINT,39.039,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,99.837,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,SD16 634 6_12_2018,Jamestown,JuanFuca,sediment,Clam,sediment,R,Center,NA,sediment,,,16,634,6_12_2018,43341.65347,F:/Video Backup 2018/June 2018/Jamestown/SD16_12Jun2018_JST_SequimBay/GOPR0634.MP4,medium,b,no,NA,119.87,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,31.899,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,100.855,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,SD16 634 6_12_2018,Jamestown,JuanFuca,sediment,Clam,sediment,R,Center,NA,sediment,,,16,634,6_12_2018,43341.65347,F:/Video Backup 2018/June 2018/Jamestown/SD16_12Jun2018_JST_SequimBay/GOPR0634.MP4,medium,b,no,NA,119.87,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,80.33,0,NA,NA,Crabs,Crabs,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,100.932,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,101.171,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,SD16 634 6_12_2018,Jamestown,JuanFuca,sediment,Clam,sediment,R,Center,NA,sediment,,,16,634,6_12_2018,43341.65347,F:/Video Backup 2018/June 2018/Jamestown/SD16_12Jun2018_JST_SequimBay/GOPR0634.MP4,medium,b,no,NA,119.87,59.94,unknown flatfish,demersal,3.6 ± 0.36,3.6,depressed,NA,NA,NA,1,t,NA,POINT,26.276,0,NA,NA,Fl,FL,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,SD16 634 6_12_2018,Jamestown,JuanFuca,sediment,Clam,sediment,R,Center,NA,sediment,,,16,634,6_12_2018,43341.65347,F:/Video Backup 2018/June 2018/Jamestown/SD16_12Jun2018_JST_SequimBay/GOPR0634.MP4,medium,b,no,NA,119.87,59.94,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,o,NA,POINT,10.161,0,NA,NA,DemOpp,SmDemZB,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,101.386,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,SD16 635 6_12_2018,Jamestown,JuanFuca,sediment,Clam,sediment,R,Center,NA,sediment,,,16,635,6_12_2018,43341.65556,F:/Video Backup 2018/June 2018/Jamestown/SD16_12Jun2018_JST_SequimBay/GOPR0635.MP4,medium,b,no,NA,119.94,59.94,staghorn sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,o,NA,POINT,80.33,0,NA,NA,DemOpp,SmDemZB,2018,6,,6,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,SD33 310 7_26_2017,Chelsea,South Sound,On,Geoduck (no tubes),NA,T,Center,NA,Geoduck (no tubes),Geoduck (no tubes)_S,10,SD33,310,7_26_2017,43054.48264,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD33/GOPR0310.MP4,medium,a,no,0.323611111,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,101.563,0,,heavy filamentous algae cover,PelFusZP,PelFusZP,2017,7,,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
